CellLine,Assay,Description,Instrument,Archive,Accession,Sex,Culture,Passage,FileName,FileMD5,ftp_link
HPSI1213i-pahc_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860721,ERR1860721,female,Feeder-free,24,20404_7#9.cram,1750c2dcc330b76cebd6e86b08d2ba3e,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860721/20404_7%239.cram
HPSI1213i-pahc_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860049,ERR1860049,female,Feeder-free,24,20380_7#9.cram,96de804b2ce071e38be947b1d7c3f276,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860049/20380_7%239.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1173376,ERR1173376,female,Feeder-free,32,17208_2.cram,5caf90f368cbc47b07706ac226a6dd21,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR1173376/17208_2.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860652,ERR1860652,female,Feeder-free,32,20404_1#12.cram,1deff5b4ec096326fbad0daf64a8226a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860652/20404_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860364,ERR1860364,female,Feeder-free,32,20386_1#12.cram,42c1ea5577c7a299c6f0e76af92a598f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860364/20386_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860844,ERR1860844,female,Feeder-free,32,20406_1#12.cram,ff2af420e9b4d8585ff2a057e83268de,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860844/20406_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860940,ERR1860940,female,Feeder-free,32,20407_1#12.cram,6586a7b2c5a4a3dde70856ca4b3ea93b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860940/20407_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861228,ERR1861228,female,Feeder-free,32,20414_1#12.cram,04a6496becfca3afffa12d80ceac7ca1,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861228/20414_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859884,ERR1859884,female,Feeder-free,32,20379_1#12.cram,8be25462d3a98250110a557bb96fb0a9,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859884/20379_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861132,ERR1861132,female,Feeder-free,32,20413_1#12.cram,692158614bcb4e2dbc62519730874a48,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861132/20413_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861036,ERR1861036,female,Feeder-free,32,20409_1#12.cram,55e191321111ae878576ff512ceea93c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861036/20409_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860556,ERR1860556,female,Feeder-free,32,20403_1#12.cram,4a584a6d1ec11066604be9a554ea568d,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860556/20403_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860460,ERR1860460,female,Feeder-free,32,20387_1#12.cram,65191e376638a0c6cccbf71a29649951,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860460/20387_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859980,ERR1859980,female,Feeder-free,32,20380_1#12.cram,87f891787eef01a2ca172f168b5c7e43,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859980/20380_1%2312.cram
HPSI1213i-pahc_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860748,ERR1860748,female,Feeder-free,32,20405_1#12.cram,8983fafcc32f786b5289c35724747c18,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860748/20405_1%2312.cram
HPSI1213i-hehd_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861332,ERR1861332,female,Feeder-free,35,21519_4.cram,f58e2818cc80e45b67c4b4b84da2709b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861332/21519_4.cram
HPSI1213i-hehd_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861331,ERR1861331,female,Feeder-free,39,21519_3.cram,3c68cf2f26b05ba6d495d420faf62f3a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861331/21519_3.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861261,ERR1861261,female,Feeder-free,26,20414_4#9.cram,79c7dddaa5b0805025cfc328db2be534,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861261/20414_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859917,ERR1859917,female,Feeder-free,26,20379_4#9.cram,374ee20c22080db235e77f83d713b63d,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859917/20379_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860877,ERR1860877,female,Feeder-free,26,20406_4#9.cram,621a17ce19bd5ff4a9faed25a657ae7b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860877/20406_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860493,ERR1860493,female,Feeder-free,26,20387_4#9.cram,93448a234c3df36a4eebe196c617a418,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860493/20387_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860973,ERR1860973,female,Feeder-free,26,20407_4#9.cram,d75181567e36ff48ac61059c6f158ac6,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860973/20407_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860781,ERR1860781,female,Feeder-free,26,20405_4#9.cram,924fc2a324f91f58ac1dc68177bb19b3,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860781/20405_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861069,ERR1861069,female,Feeder-free,26,20409_4#9.cram,5e5d4d8e868ed26d901ea5ba336894ff,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861069/20409_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860589,ERR1860589,female,Feeder-free,26,20403_4#9.cram,0b3cc5c56ea7911f3edca131a4876134,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860589/20403_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860013,ERR1860013,female,Feeder-free,26,20380_4#9.cram,955fd88dc9f1156af860a378c2058431,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860013/20380_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860397,ERR1860397,female,Feeder-free,26,20386_4#9.cram,de3980b89f2f9149c9e5726892041deb,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860397/20386_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860685,ERR1860685,female,Feeder-free,26,20404_4#9.cram,096d250cd2248a031cfe39f1c5d0cde6,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860685/20404_4%239.cram
HPSI1213i-babk_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861165,ERR1861165,female,Feeder-free,26,20413_4#9.cram,5dc0c0d5a0977736ad7fd966dfac4b13,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861165/20413_4%239.cram
HPSI1114i-zuuy_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR2180188,ERR2180188,female,Feeder-free,12,24002_5.cram,e67c1ff11a7282366a8b267d7aa5f69d,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR218/ERR2180188/24002_5.cram
HPSI1114i-zuuy_4,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR2180189,ERR2180189,female,Feeder-free,12,24002_6.cram,fe4518f7764ddf30b555977fd77dfe0d,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR218/ERR2180189/24002_6.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858380,ERR1858380,female,Feeder-free,22,20319_4#8.cram,1fdd12b9f09126684a61931926c1519e,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858380/20319_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858668,ERR1858668,female,Feeder-free,22,20341_4#8.cram,f34b5276b91dc8516b207db3ba3aaf30,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858668/20341_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858284,ERR1858284,female,Feeder-free,22,20314_4#8.cram,3ae99bf300127e607435d8e045aca41f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858284/20314_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858956,ERR1858956,female,Feeder-free,22,20345_4#8.cram,67ca08d7c75b13931e26a7cb3911b2b0,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858956/20345_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858860,ERR1858860,female,Feeder-free,22,20343_4#8.cram,794d234cff8cabbc961f6dd8db3dcd69,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858860/20343_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858764,ERR1858764,female,Feeder-free,22,20342_4#8.cram,5dbc4e343456c391f6725070e50bf5ab,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858764/20342_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858572,ERR1858572,female,Feeder-free,22,20340_4#8.cram,e6d9941fe0146256413685b5adbbfa54,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858572/20340_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858476,ERR1858476,female,Feeder-free,22,20329_4#8.cram,e328d83200b1fed3798b487ed59fd1bf,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858476/20329_4%238.cram
HPSI1114i-ziyn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858188,ERR1858188,female,Feeder-free,22,20313_4#8.cram,4cdd3cdd106a51c313af10cfdc07d999,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858188/20313_4%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858404,ERR1858404,female,Feeder-free,15,20319_6#8.cram,432baabdef65e4f2f90ce122cbc49b0a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858404/20319_6%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858308,ERR1858308,female,Feeder-free,15,20314_6#8.cram,423cd7366222923b8aec107fdd8f4921,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858308/20314_6%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858884,ERR1858884,female,Feeder-free,15,20343_6#8.cram,208db79517d1bd912000e1b1ea9af286,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858884/20343_6%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858500,ERR1858500,female,Feeder-free,15,20329_6#8.cram,afbcc953c6928c1a7634649417c9e904,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858500/20329_6%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858788,ERR1858788,female,Feeder-free,15,20342_6#8.cram,f7c48d3acd785d026f84eb4ed8fa0802,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858788/20342_6%238.cram
HPSI1114i-ziyn_5,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858980,ERR1858980,female,Feeder-free,15,20345_6#8.cram,e2446276bc24a805d944492ff31f22c7,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858980/20345_6%238.cram
